<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2015.05.05	1.11478	1.12212	1.10656	1.11787	70850	0	0
2015.05.06	1.11805	1.13696	1.11741	1.13382	59645	0	0
2015.05.07	1.13385	1.13908	1.12272	1.12434	83160	0	0
2015.05.08	1.12436	1.12872	1.11790	1.11995	76346	0	0
2015.05.10	1.11994	1.12051	1.11905	1.11949	4191	0	0
2015.05.11	1.11941	1.12020	1.11300	1.11447	74025	0	0
2015.05.12	1.11440	1.12774	1.11334	1.12178	82909	0	0
2015.05.13	1.12153	1.13817	1.12018	1.13470	78068	0	0
2015.05.14	1.13459	1.14437	1.13401	1.14012	80676	0	0
2015.05.15	1.14013	1.14654	1.13229	1.14477	83474	0	0
2015.05.17	1.14458	1.14482	1.14362	1.14432	1755	0	0
2015.05.18	1.14425	1.14461	1.12978	1.13233	81812	0	0
2015.05.19	1.13234	1.13249	1.11185	1.11411	82519	0	0
2015.05.20	1.11435	1.11512	1.10616	1.11003	85000	0	0
2015.05.21	1.11017	1.11804	1.10805	1.11083	76260	0	0
2015.05.22	1.11078	1.12055	1.10017	1.10083	75353	0	0
2015.05.24	1.10054	1.10086	1.09643	1.09902	3189	0	0
2015.05.25	1.09892	1.10065	1.09589	1.09676	47016	0	0
2015.05.26	1.09637	1.09658	1.08625	1.08857	79559	0	0
2015.05.27	1.08846	1.09282	1.08190	1.08966	72705	0	0
2015.05.28	1.08968	1.09734	1.08674	1.09621	36807	0	0
2015.05.29	1.09578	1.10047	1.09250	1.09836	72925	0	0
2015.05.31	1.09828	1.09871	1.09511	1.09560	1823	0	0
2015.06.01	1.09555	1.09779	1.08865	1.09208	81103	0	0
2015.06.02	1.09220	1.11903	1.09152	1.11480	78246	0	0
2015.06.03	1.11454	1.12841	1.10791	1.12601	79837	0	0
2015.06.04	1.12593	1.13787	1.11791	1.12067	108016	0	0
2015.06.05	1.12104	1.12796	1.10484	1.11103	145266	0	0
2015.06.07	1.11037	1.11103	1.10938	1.11016	3667	0	0
2015.06.08	1.11026	1.13059	1.10832	1.12795	98795	0	0
2015.06.09	1.12788	1.13440	1.12135	1.12917	102324	0	0
2015.06.10	1.12905	1.13843	1.12614	1.13091	92405	0	0
2015.06.11	1.13076	1.13227	1.11820	1.12449	83228	0	0
2015.06.12	1.12441	1.12947	1.11504	1.12626	88909	0	0
2015.06.14	1.12358	1.12358	1.12099	1.12235	3002	0	0
2015.06.15	1.12192	1.12939	1.11883	1.12744	89064	0	0
2015.06.16	1.12734	1.13290	1.12041	1.12408	84709	0	0
2015.06.17	1.12404	1.13692	1.12041	1.13622	81964	0	0
2015.06.18	1.13615	1.14349	1.13373	1.13705	70863	0	0
2015.06.19	1.13695	1.13865	1.12920	1.13476	73172	0	0
2015.06.21	1.13692	1.13727	1.13565	1.13606	1768	0	0
2015.06.22	1.13592	1.14097	1.13108	1.13440	72330	0	0
2015.06.23	1.13436	1.13448	1.11343	1.11735	43272	0	0
2015.06.24	1.11741	1.12336	1.11582	1.12047	75729	0	0
2015.06.25	1.12049	1.12255	1.11531	1.12018	81533	0	0
2015.06.26	1.12019	1.12189	1.11295	1.11631	30786	0	0
2015.06.28	1.10055	1.10149	1.09532	1.09739	7029	0	0
2015.06.29	1.09772	1.12747	1.09772	1.12174	93519	0	0
2015.06.30	1.12141	1.12416	1.11123	1.11321	89642	0	0
2015.07.01	1.11292	1.11698	1.10313	1.10360	77435	0	0
2015.07.02	1.10361	1.11197	1.10356	1.10848	69898	0	0
2015.07.03	1.10828	1.11170	1.10650	1.11110	25828	0	0
2015.07.05	1.09876	1.10382	1.09685	1.09939	6036	0	0
2015.07.06	1.09938	1.10947	1.09938	1.10465	82946	0	0
2015.07.07	1.10451	1.10508	1.09154	1.10068	121710	0	0
2015.07.08	1.10051	1.10918	1.09733	1.10703	167172	0	0
2015.07.09	1.10690	1.11240	1.09907	1.10599	147291	0	0
2015.07.10	1.10597	1.12151	1.10542	1.11512	156123	0	0
2015.07.12	1.10937	1.11438	1.10934	1.11287	6619	0	0
2015.07.13	1.11287	1.11962	1.09803	1.09820	168613	0	0
2015.07.14	1.09819	1.10826	1.09647	1.10060	150009	0	0
2015.07.15	1.10054	1.10352	1.09290	1.09370	138893	0	0
2015.07.16	1.09377	1.09477	1.08548	1.08828	140500	0	0
2015.07.17	1.08832	1.09062	1.08263	1.08277	50946	0	0
2015.07.19	1.08306	1.08431	1.08274	1.08295	2388	0	0
2015.07.20	1.08318	1.08695	1.08074	1.08328	48982	0	0
2015.07.21	1.08332	1.09679	1.08110	1.09357	121600	0	0
2015.07.22	1.09360	1.09660	1.08684	1.09235	102133	0	0
2015.07.23	1.09235	1.10173	1.09208	1.09864	136590	0	0
2015.07.24	1.09873	1.09949	1.09245	1.09766	49213	0	0
2015.07.26	1.09781	1.09814	1.09683	1.09715	2033	0	0
2015.07.27	1.09721	1.11288	1.09703	1.10879	136830	0	0
2015.07.28	1.10878	1.10988	1.10213	1.10643	125080	0	0
2015.07.29	1.10645	1.10833	1.09662	1.09806	139438	0	0
2015.07.30	1.09794	1.09840	1.08923	1.09397	124555	0	0
2015.07.31	1.09404	1.11134	1.09202	1.09831	137553	0	0
2015.08.02	1.09737	1.09822	1.09658	1.09670	4808	0	0
2015.08.03	1.09672	1.09953	1.09407	1.09501	113171	0	0
2015.08.04	1.09510	1.09870	1.08783	1.08844	135077	0	0
2015.08.05	1.08834	1.09318	1.08472	1.09023	135283	0	0
2015.08.06	1.09009	1.09431	1.08725	1.09216	115173	0	0
2015.08.07	1.09204	1.09777	1.08546	1.09629	56572	0	0
2015.08.09	1.09628	1.09671	1.09574	1.09575	4045	0	0
2015.08.10	1.09568	1.10407	1.09244	1.10149	108345	0	0
2015.08.11	1.10166	1.10875	1.09598	1.10410	144728	0	0
2015.08.12	1.10415	1.12130	1.10231	1.11541	146083	0	0
2015.08.13	1.11547	1.11880	1.10793	1.11575	88052	0	0
2015.08.14	1.11563	1.11881	1.10973	1.11069	104278	0	0
2015.08.16	1.11164	1.11198	1.10907	1.10932	4169	0	0
2015.08.17	1.10935	1.11243	1.10580	1.10749	106633	0	0
2015.08.18	1.10750	1.10932	1.10162	1.10291	96887	0	0
2015.08.19	1.10284	1.11336	1.10171	1.11176	130732	0	0
2015.08.20	1.11177	1.12440	1.11064	1.12344	139022	0	0
2015.08.21	1.12338	1.13879	1.12292	1.13810	144785	0	0
2015.08.23	1.13784	1.13944	1.13689	1.13756	5095	0	0
2015.08.24	1.13754	1.17138	1.13686	1.15798	139656	0	0
2015.08.25	1.15793	1.15835	1.13956	1.15525	227045	0	0
2015.08.26	1.15542	1.15603	1.12909	1.13383	243983	0	0
2015.08.27	1.13375	1.13636	1.12020	1.12424	192498	0	0
2015.08.28	1.12429	1.13092	1.11550	1.11802	154929	0	0
2015.08.30	1.11764	1.12145	1.11685	1.12104	4441	0	0
2015.08.31	1.12106	1.12618	1.11796	1.12234	63636	0	0
2015.09.01	1.12235	1.13316	1.12231	1.12948	187007	0	0
2015.09.02	1.12965	1.12998	1.12105	1.12114	103274	0	0
2015.09.03	1.12104	1.12428	1.10868	1.11233	134813	0	0
2015.09.04	1.11227	1.11884	1.10887	1.11442	138670	0	0
2015.09.06	1.11609	1.11630	1.11414	1.11535	2875	0	0
2015.09.07	1.11542	1.11772	1.11206	1.11589	109769	0	0
2015.09.08	1.11569	1.12288	1.11518	1.12057	83201	0	0
2015.09.09	1.12050	1.12236	1.11310	1.12174	148514	0	0
2015.09.10	1.12186	1.13013	1.11707	1.12821	166336	0	0
2015.09.11	1.12811	1.13489	1.12534	1.13351	121291	0	0
2015.09.13	1.13317	1.13585	1.13225	1.13415	3549	0	0
2015.09.14	1.13416	1.13725	1.12828	1.13075	86502	0	0
2015.09.15	1.13083	1.13282	1.12580	1.12695	114246	0	0
2015.09.16	1.12698	1.13200	1.12135	1.12900	125137	0	0
2015.09.17	1.12902	1.14407	1.12838	1.14017	168947	0	0
2015.09.18	1.14003	1.14597	1.12685	1.12974	152564	0	0
2015.09.20	1.12819	1.12964	1.12810	1.12899	7513	0	0
2015.09.21	1.12866	1.13291	1.11803	1.11875	123394	0	0
2015.09.22	1.11874	1.12070	1.11125	1.11197	120723	0	0
2015.09.23	1.11203	1.12125	1.11043	1.11869	130086	0	0
2015.09.24	1.11859	1.12953	1.11590	1.11791	80032	0	0
2015.09.25	1.11801	1.12123	1.11155	1.11923	130071	0	0
2015.09.27	1.11865	1.12002	1.11814	1.11986	2253	0	0
2015.09.28	1.11995	1.12472	1.11455	1.12286	132660	0	0
2015.09.29	1.12305	1.12805	1.11933	1.12525	65179	0	0
2015.09.30	1.12525	1.12607	1.11565	1.11698	135146	0	0
2015.10.01	1.11697	1.12085	1.11343	1.11913	55186	0	0
2015.10.02	1.11870	1.13177	1.11495	1.12065	114570	0	0
2015.10.04	1.12185	1.12240	1.12067	1.12186	4995	0	0
2015.10.05	1.12187	1.12886	1.11728	1.11945	58843	0	0
2015.10.06	1.11949	1.12790	1.11711	1.12669	117004	0	0
2015.10.07	1.12681	1.12834	1.12106	1.12372	142928	0	0
2015.10.08	1.12386	1.13257	1.12373	1.12837	142496	0	0
2015.10.09	1.12840	1.13865	1.12662	1.13560	133318	0	0
2015.10.11	1.13581	1.13686	1.13535	1.13668	5229	0	0
2015.10.12	1.13647	1.13963	1.13512	1.13513	82627	0	0
2015.10.13	1.13526	1.14104	1.13433	1.13828	119774	0	0
2015.10.14	1.13838	1.14885	1.13827	1.14731	134922	0	0
2015.10.15	1.14737	1.14945	1.13624	1.13657	144880	0	0
2015.10.16	1.13658	1.13942	1.13334	1.13472	108144	0	0
2015.10.18	1.13560	1.13601	1.13492	1.13573	6035	0	0
2015.10.19	1.13584	1.13784	1.13047	1.13279	99760	0	0
2015.10.20	1.13284	1.13863	1.13234	1.13537	96455	0	0
2015.10.21	1.13531	1.13769	1.13332	1.13451	106570	0	0
2015.10.22	1.13446	1.13504	1.10711	1.10811	161736	0	0
2015.10.23	1.10816	1.11391	1.09956	1.10159	111008	0	0
2015.10.25	1.10077	1.10239	1.10002	1.10180	6905	0	0
2015.10.26	1.10167	1.10676	1.10030	1.10584	72678	0	0
2015.10.27	1.10578	1.10778	1.10295	1.10319	100481	0	0
2015.10.28	1.10324	1.10950	1.08961	1.09231	139379	0	0
2015.10.29	1.09257	1.09970	1.09014	1.09882	75418	0	0
2015.10.30	1.09858	1.10716	1.09647	1.10054	66682	0	0
2015.11.01	1.10229	1.10434	1.10179	1.10220	3676	0	0
2015.11.02	1.10220	1.10520	1.09997	1.10140	105754	0	0
2015.11.03	1.10151	1.10293	1.09352	1.09612	85544	0	0
2015.11.04	1.09613	1.09650	1.08435	1.08630	95272	0	0
2015.11.05	1.08632	1.08969	1.08329	1.08828	116604	0	0
2015.11.06	1.08825	1.08930	1.07048	1.07376	135309	0	0
2015.11.08	1.07249	1.07353	1.07186	1.07286	4846	0	0
2015.11.09	1.07275	1.07893	1.07257	1.07594	127122	0	0
2015.11.10	1.07596	1.07634	1.06736	1.07360	59129	0	0
2015.11.11	1.07360	1.07730	1.07046	1.07627	119405	0	0
2015.11.12	1.07622	1.08294	1.06903	1.08077	155274	0	0
2015.11.13	1.08081	1.08083	1.07135	1.07694	133728	0	0
2015.11.15	1.07268	1.07436	1.06860	1.06996	8666	0	0
2015.11.16	1.06997	1.07572	1.06738	1.06866	54237	0	0
2015.11.17	1.06861	1.06900	1.06299	1.06425	125241	0	0
2015.11.18	1.06428	1.06918	1.06160	1.06706	75541	0	0
2015.11.19	1.06720	1.07623	1.06661	1.07253	143690	0	0
2015.11.20	1.07251	1.07278	1.06394	1.06450	50473	0	0
2015.11.22	1.06364	1.06454	1.06339	1.06367	2443	0	0
2015.11.23	1.06374	1.06561	1.05913	1.06358	121587	0	0
2015.11.24	1.06356	1.06727	1.06189	1.06422	128761	0	0
2015.11.25	1.06417	1.06886	1.05652	1.06223	122178	0	0
2015.11.26	1.06222	1.06266	1.05992	1.06057	38906	0	0
2015.11.27	1.06051	1.06374	1.05680	1.05917	94338	0	0
2015.11.29	1.05882	1.05944	1.05810	1.05822	3648	0	0
2015.11.30	1.05842	1.05943	1.05571	1.05691	45833	0	0
2015.12.01	1.05689	1.06365	1.05626	1.06257	132441	0	0
2015.12.02	1.06251	1.06316	1.05502	1.06098	144697	0	0
2015.12.03	1.06097	1.09800	1.05184	1.09169	239158	0	0
2015.12.04	1.09181	1.09555	1.08352	1.08813	197149	0	0
2015.12.06	1.08727	1.08865	1.08628	1.08805	6620	0	0
2015.12.07	1.08798	1.08798	1.07953	1.08328	55826	0	0
2015.12.08	1.08345	1.09022	1.08295	1.08917	136773	0	0
2015.12.09	1.08917	1.10421	1.08785	1.10141	174775	0	0
2015.12.10	1.10143	1.10206	1.09241	1.09460	60449	0	0
2015.12.11	1.09465	1.10300	1.09259	1.09912	150071	0	0
2015.12.13	1.09836	1.09944	1.09666	1.09798	8637	0	0
2015.12.14	1.09840	1.10480	1.09447	1.09907	121279	0	0
2015.12.15	1.09899	1.10592	1.09040	1.09332	94372	0	0
2015.12.16	1.09331	1.10107	1.08649	1.08726	192655	0	0
2015.12.17	1.08714	1.08867	1.08021	1.08420	145934	0	0
2015.12.18	1.08405	1.08738	1.08041	1.08626	143823	0	0
2015.12.20	1.08652	1.08744	1.08461	1.08689	4687	0	0
2015.12.21	1.08678	1.09382	1.08472	1.09103	129673	0	0
2015.12.22	1.09097	1.09836	1.09015	1.09480	120800	0	0
2015.12.23	1.09481	1.09521	1.08689	1.09073	98248	0	0
2015.12.24	1.09074	1.09668	1.09074	1.09647	34572	0	0
2015.12.27	1.09587	1.09699	1.09481	1.09633	2549	0	0
2015.12.28	1.09627	1.09919	1.09552	1.09738	58537	0	0
2015.12.29	1.09749	1.09910	1.08983	1.09249	38326	0	0
2015.12.30	1.09250	1.09431	1.09011	1.09342	74044	0	0
2015.12.31	1.09343	1.09364	1.08522	1.08564	66500	0	0
2016.01.03	1.08558	1.08799	1.08444	1.08508	3942	0	0
2016.01.04	1.08534	1.09456	1.07804	1.08231	145093	0	0
2016.01.05	1.08218	1.08382	1.07102	1.07497	77712	0	0
2016.01.06	1.07498	1.07987	1.07118	1.07759	63443	0	0
2016.01.07	1.07760	1.09395	1.07704	1.09252	176078	0	0
2016.01.08	1.09250	1.09297	1.08026	1.09234	172369	0	0
2016.01.10	1.09171	1.09692	1.09116	1.09367	5627	0	0
2016.01.11	1.09354	1.09446	1.08469	1.08557	142969	0	0
2016.01.12	1.08560	1.08995	1.08191	1.08424	147626	0	0
2016.01.13	1.08432	1.08879	1.08043	1.08848	160256	0	0
2016.01.14	1.08838	1.09427	1.08341	1.08564	137402	0	0
2016.01.15	1.08570	1.09839	1.08557	1.09129	180453	0	0
2016.01.17	1.09316	1.09316	1.09062	1.09178	3327	0	0
2016.01.18	1.09172	1.09229	1.08680	1.08920	51175	0	0
2016.01.19	1.08910	1.09384	1.08585	1.09099	122812	0	0
2016.01.20	1.09098	1.09753	1.08726	1.08738	195131	0	0
2016.01.21	1.08732	1.09205	1.07767	1.08575	232755	0	0
2016.01.22	1.08563	1.08623	1.07883	1.07945	171579	0	0
2016.01.24	1.07923	1.07999	1.07861	1.07962	2561	0	0
2016.01.25	1.07959	1.08562	1.07891	1.08517	149776	0	0
2016.01.26	1.08518	1.08737	1.08179	1.08611	54738	0	0
2016.01.27	1.08620	1.09156	1.08500	1.09015	171243	0	0
2016.01.28	1.09023	1.09672	1.08687	1.09347	152859	0	0
2016.01.29	1.09345	1.09478	1.08089	1.08292	130081	0	0
2016.01.31	1.08306	1.08336	1.08142	1.08247	2707	0	0
2016.02.01	1.08255	1.09122	1.08255	1.08953	95150	0	0
2016.02.02	1.08952	1.09393	1.08915	1.09178	142098	0	0
2016.02.03	1.09187	1.11452	1.09031	1.10922	136933	0	0
2016.02.04	1.10905	1.12384	1.10688	1.11988	86106	0	0
2016.02.05	1.11990	1.12436	1.11080	1.11560	79273	0	0
2016.02.07	1.11419	1.11480	1.11394	1.11430	6855	0	0
2016.02.08	1.11431	1.12151	1.10856	1.11886	75889	0	0
2016.02.09	1.11875	1.13372	1.11615	1.12875	250686	0	0
2016.02.10	1.12874	1.13108	1.11596	1.12833	273072	0	0
2016.02.11	1.12824	1.13755	1.12731	1.13153	241489	0	0
2016.02.12	1.13156	1.13329	1.12131	1.12523	103533	0	0
2016.02.14	1.12356	1.12489	1.12149	1.12230	3781	0	0
2016.02.15	1.12195	1.12384	1.11275	1.11757	109087	0	0
2016.02.16	1.11756	1.11923	1.11235	1.11424	65648	0	0
2016.02.17	1.11410	1.11784	1.11054	1.11197	148467	0	0
2016.02.18	1.11201	1.11491	1.10700	1.11069	150162	0	0
2016.02.19	1.11065	1.11387	1.10658	1.11280	168989	0	0
2016.02.21	1.11218	1.11238	1.11074	1.11217	4650	0	0
2016.02.22	1.11208	1.11230	1.10023	1.10245	156296	0	0
2016.02.23	1.10246	1.10520	1.09895	1.10227	173722	0	0
2016.02.24	1.10227	1.10457	1.09565	1.10135	69888	0	0
2016.02.25	1.10143	1.10490	1.09860	1.10225	62040	0	0
2016.02.26	1.10220	1.10676	1.09111	1.09247	122038	0	0
2016.02.28	1.09226	1.09281	1.09100	1.09238	8279	0	0
2016.02.29	1.09242	1.09620	1.08586	1.08847	175194	0	0
2016.03.01	1.08843	1.08929	1.08333	1.08756	161937	0	0
2016.03.02	1.08762	1.08804	1.08249	1.08685	147407	0	0
2016.03.03	1.08675	1.09719	1.08528	1.09449	157940	0	0
2016.03.04	1.09436	1.10427	1.09027	1.10054	128156	0	0
2016.03.06	1.09975	1.09975	1.09822	1.09907	2044	0	0
2016.03.07	1.09914	1.10252	1.09392	1.10118	120016	0	0
2016.03.08	1.10124	1.10571	1.09927	1.09996	85603	0	0
2016.03.09	1.09991	1.10344	1.09452	1.09851	56561	0	0
2016.03.10	1.09854	1.12171	1.08211	1.11759	156280	0	0
2016.03.11	1.11764	1.12089	1.10794	1.11458	185097	0	0
2016.03.13	1.11375	1.11757	1.11343	1.11646	11317	0	0
2016.03.14	1.11633	1.11660	1.10773	1.10992	136951	0	0
2016.03.15	1.10997	1.11243	1.10710	1.11065	107617	0	0
2016.03.16	1.11064	1.12416	1.10571	1.12155	117248	0	0
2016.03.17	1.12146	1.13418	1.12042	1.13146	201599	0	0
2016.03.18	1.13145	1.13361	1.12555	1.12691	124693	0	0
2016.03.20	1.12675	1.12809	1.12644	1.12743	3550	0	0
2016.03.21	1.12738	1.12847	1.12328	1.12349	50902	0	0
2016.03.22	1.12342	1.12596	1.11883	1.12205	96595	0	0
2016.03.23	1.12196	1.12196	1.11586	1.11772	123045	0	0
2016.03.24	1.11771	1.11871	1.11434	1.11640	116630	0	0
2016.03.25	1.11637	1.11753	1.11504	1.11577	32046	0	0
2016.03.27	1.11608	1.11652	1.11553	1.11566	1925	0	0
2016.03.28	1.11567	1.12192	1.11519	1.12001	58850	0	0
2016.03.29	1.11988	1.13027	1.11681	1.12886	144730	0	0
2016.03.30	1.12894	1.13646	1.12858	1.13321	153971	0	0
2016.03.31	1.13319	1.14111	1.13093	1.13778	136329	0	0
2016.04.01	1.13781	1.14372	1.13340	1.13853	137492	0	0
2016.04.03	1.13928	1.13993	1.13872	1.13939	2972	0	0
2016.04.04	1.13943	1.14120	1.13565	1.13858	108106	0	0
2016.04.05	1.13856	1.14041	1.13351	1.13798	122242	0	0
2016.04.06	1.13786	1.14310	1.13259	1.13995	126581	0	0
2016.04.07	1.13988	1.14533	1.13368	1.13659	137268	0	0
2016.04.08	1.13658	1.14185	1.13481	1.13906	100636	0	0
2016.04.10	1.14136	1.14136	1.13907	1.14040	4928	0	0
2016.04.11	1.14033	1.14468	1.13713	1.14093	78322	0	0
2016.04.12	1.14098	1.14641	1.13446	1.13824	128703	0	0
2016.04.13	1.13818	1.13905	1.12673	1.12772	137230	0	0
2016.04.14	1.12773	1.12941	1.12329	1.12644	120890	0	0
2016.04.15	1.12642	1.13163	1.12448	1.12757	100536	0	0
2016.04.17	1.12868	1.12999	1.12868	1.12969	3051	0	0
2016.04.18	1.12963	1.13316	1.12730	1.13070	95175	0	0
2016.04.19	1.13062	1.13841	1.13027	1.13578	101500	0	0
2016.04.20	1.13582	1.13871	1.12894	1.13016	112489	0	0
2016.04.21	1.13018	1.13980	1.12685	1.12897	134561	0	0
2016.04.22	1.12893	1.13079	1.12162	1.12209	115308	0	0
2016.04.24	1.12181	1.12331	1.12155	1.12306	6503	0	0
2016.04.25	1.12314	1.12774	1.12225	1.12658	104280	0	0
2016.04.26	1.12657	1.13388	1.12540	1.12954	118693	0	0
2016.04.27	1.12957	1.13603	1.12706	1.13258	130388	0	0
2016.04.28	1.13247	1.13673	1.12953	1.13567	142303	0	0
2016.04.29	1.13563	1.14587	1.13559	1.14479	133801	0	0
2016.05.01	1.14530	1.14652	1.14519	1.14603	3986	0	0
2016.05.02	1.14609	1.15352	1.14476	1.15228	102885	0	0
2016.05.03	1.15245	1.16157	1.14921	1.15003	130940	0	0
2016.05.04	1.15002	1.15287	1.14655	1.14902	132719	0	0
2016.05.05	1.14900	1.14931	1.13854	1.13995	105144	0	0
2016.05.06	1.13998	1.14774	1.13857	1.13976	114259	0	0
2016.05.08	1.13958	1.14000	1.13832	1.13848	3416	0	0
2016.05.09	1.13852	1.14192	1.13741	1.13826	99498	0	0
2016.05.10	1.13825	1.14092	1.13571	1.13724	99363	0	0
2016.05.11	1.13727	1.14459	1.13718	1.14236	90291	0	0
2016.05.12	1.14236	1.14287	1.13696	1.13735	98294	0	0
2016.05.13	1.13731	1.13779	1.12821	1.13054	49813	0	0
2016.05.15	1.13088	1.13188	1.13004	1.13165	3650	0	0
2016.05.16	1.13159	1.13418	1.13025	1.13146	83138	0	0
2016.05.17	1.13145	1.13478	1.13007	1.13132	67567	0	0
2016.05.18	1.13121	1.13155	1.12134	1.12189	118634	0	0
2016.05.19	1.12193	1.12294	1.11791	1.12011	120232	0	0
2016.05.20	1.12010	1.12368	1.11955	1.12191	86318	0	0
2016.05.22	1.12078	1.12220	1.12070	1.12193	2058	0	0
2016.05.23	1.12196	1.12421	1.11866	1.12123	96378	0	0
2016.05.24	1.12131	1.12264	1.11317	1.11346	110985	0	0
2016.05.25	1.11353	1.11663	1.11278	1.11541	100847	0	0
2016.05.26	1.11546	1.12162	1.11533	1.11909	108939	0	0
2016.05.27	1.11926	1.12001	1.11082	1.11085	103037	0	0
2016.05.29	1.11122	1.11145	1.11061	1.11075	4297	0	0
2016.05.30	1.11070	1.11488	1.10968	1.11469	65101	0	0
2016.05.31	1.11474	1.11728	1.11213	1.11333	114331	0	0
2016.06.01	1.11337	1.11934	1.11134	1.11869	122325	0	0
2016.06.02	1.11885	1.12193	1.11433	1.11508	119917	0	0
2016.06.03	1.11500	1.13728	1.11360	1.13651	127586	0	0
2016.06.05	1.13585	1.13707	1.13441	1.13505	4418	0	0
2016.06.06	1.13497	1.13918	1.13248	1.13621	118206	0	0
2016.06.07	1.13624	1.13797	1.13379	1.13551	106033	0	0
2016.06.08	1.13554	1.14100	1.13537	1.14015	107308	0	0
2016.06.09	1.14025	1.14148	1.13050	1.13088	113602	0	0
2016.06.10	1.13091	1.13207	1.12446	1.12471	56868	0	0
2016.06.12	1.12479	1.12522	1.12333	1.12375	4406	0	0
2016.06.13	1.12387	1.13023	1.12311	1.12868	117033	0	0
2016.06.14	1.12863	1.12975	1.11880	1.12096	113759	0	0
2016.06.15	1.12095	1.12968	1.11889	1.12605	92826	0	0
2016.06.16	1.12604	1.12942	1.11301	1.12691	124384	0	0
2016.06.17	1.12680	1.12955	1.12221	1.12745	53789	0	0
2016.06.19	1.13054	1.13570	1.13054	1.13464	5429	0	0
2016.06.20	1.13478	1.13817	1.13015	1.13211	88092	0	0
2016.06.21	1.13215	1.13490	1.12370	1.12489	86288	0	0
2016.06.22	1.12481	1.13467	1.12360	1.13249	115591	0	0
2016.06.23	1.13257	1.14269	1.12670	1.13317	173697	0	0
2016.06.24	1.13293	1.13362	1.09108	1.10882	213803	0	0
2016.06.26	1.10478	1.10738	1.10104	1.10384	13672	0	0
2016.06.27	1.10404	1.10829	1.09700	1.10129	195803	0	0
2016.06.28	1.10146	1.11109	1.10121	1.10747	150469	0	0
2016.06.29	1.10752	1.11299	1.10485	1.11213	154407	0	0
2016.06.30	1.11212	1.11537	1.10234	1.11017	129262	0	0
2016.07.01	1.11031	1.11686	1.10714	1.11320	128100	0	0
2016.07.03	1.11307	1.11365	1.11219	1.11267	4535	0	0
2016.07.04	1.11273	1.11590	1.10972	1.11437	80697	0	0
2016.07.05	1.11436	1.11856	1.10570	1.10629	171034	0	0
2016.07.06	1.10636	1.11110	1.10282	1.10962	187585	0	0
2016.07.07	1.10946	1.11064	1.10520	1.10630	121513	0	0
2016.07.08	1.10629	1.11199	1.10014	1.10477	134235	0	0
2016.07.10	1.10497	1.10524	1.10410	1.10435	6070	0	0
2016.07.11	1.10425	1.10739	1.10149	1.10561	125734	0	0
2016.07.12	1.10565	1.11252	1.10512	1.10595	144826	0	0
2016.07.13	1.10583	1.11192	1.10412	1.10942	96800	0	0
2016.07.14	1.10942	1.11641	1.10877	1.11056	100403	0	0
2016.07.15	1.11059	1.11464	1.10238	1.10296	77793	0	0
2016.07.17	1.10500	1.10591	1.10440	1.10548	4683	0	0
2016.07.18	1.10553	1.10834	1.10369	1.10666	90145	0	0
2016.07.19	1.10671	1.10792	1.09992	1.10127	94119	0	0
2016.07.20	1.10127	1.10295	1.09810	1.10156	119944	0	0
2016.07.21	1.10156	1.10592	1.09789	1.10310	162465	0	0
2016.07.22	1.10310	1.10404	1.09549	1.09734	125056	0	0
2016.07.24	1.09724	1.09741	1.09618	1.09680	3665	0	0
2016.07.25	1.09679	1.09984	1.09511	1.09883	88207	0	0
2016.07.26	1.09878	1.10293	1.09777	1.09864	64821	0	0
2016.07.27	1.09865	1.10725	1.09609	1.10661	82504	0	0
2016.07.28	1.10692	1.11187	1.10586	1.10816	72869	0	0
2016.07.29	1.10819	1.11958	1.10717	1.11686	48978	0	0
2016.07.31	1.11722	1.11825	1.11651	1.11661	3584	0	0
2016.08.01	1.11663	1.11803	1.11547	1.11664	59452	0	0
2016.08.02	1.11671	1.12330	1.11614	1.12170	69665	0	0
2016.08.03	1.12168	1.12182	1.11403	1.11493	57920	0	0
2016.08.04	1.11490	1.11552	1.11133	1.11342	58440	0	0
2016.08.05	1.11337	1.11606	1.10455	1.10842	57379	0	0
2016.08.07	1.10778	1.10918	1.10778	1.10862	4514	0	0
2016.08.08	1.10863	1.11043	1.10715	1.10843	47641	0	0
2016.08.09	1.10852	1.11218	1.10698	1.11170	51969	0	0
2016.08.10	1.11173	1.11905	1.11169	1.11845	63469	0	0
2016.08.11	1.11848	1.11895	1.11346	1.11377	52383	0	0
2016.08.12	1.11378	1.12206	1.11307	1.11595	55116	0	0
2016.08.14	1.11669	1.11679	1.11565	1.11635	3019	0	0
2016.08.15	1.11633	1.12026	1.11528	1.11813	47586	0	0
2016.08.16	1.11816	1.13218	1.11767	1.12754	74874	0	0
2016.08.17	1.12752	1.13152	1.12401	1.12984	71010	0	0
2016.08.18	1.12973	1.13655	1.12946	1.13462	75005	0	0
2016.08.19	1.13457	1.13482	1.13037	1.13211	59654	0	0
2016.08.21	1.13081	1.13208	1.12938	1.12961	4311	0	0
2016.08.22	1.12965	1.13299	1.12703	1.13167	60540	0	0
2016.08.23	1.13158	1.13543	1.12990	1.13010	58999	0	0
2016.08.24	1.13004	1.13109	1.12447	1.12604	53671	0	0
2016.08.25	1.12594	1.12968	1.12586	1.12860	45484	0	0
2016.08.26	1.12857	1.13400	1.11799	1.11953	84025	0	0
